title,rating,box_office,budget,runtime,release_year,sadness,joy,love,anger,fear,surprise,Team_Review_Score_sum,Team_Review_Score_mean,Team_Audience_Score_Mean,Team_Tomato_Meter_Mean,Team_Num_reviews,Cast_Review_Score_sum,Cast_Review_Score_mean,Cast_Audience_Score_Mean,Cast_Tomato_Meter_Mean,Cast_Num_reviews,Cast_audienceScore,Cast_tomatoMeter,Team_audienceScore,Team_tomatoMeter,is_in_collection,collection_id,collection_box_office_average,cast_top_1_contrib,cast_top_2_contrib,cast_top_3_contrib,cast_top_4_contrib,cast_top_5_contrib,director_top_1_contrib,writer_top_1_contrib,writer_top_2_contrib,writer_top_3_contrib,distributor_top_1_contrib,,sony pictures releasing,universal pictures,warner bros.,new line cinema,columbia pictures,warner bros. pictures,buena vista pictures distribution,paramount pictures,20th century fox,surround,dolby sr,dts,sdds,dolby digital,some violence,some language,drug use,violence,sexual content,thematic elements,sexuality,nudity,language,pervasive language,action,sci-fi,romance,kids & family,drama,adventure,comedy,horror,fantasy,mystery & thriller,Unknown Cast,Star Studded Cast,Steady Performers,Emerging Ensemble,Unknown Director / Writer,Established Team,Blockbuster Team,Emerging Director / Writer
corky romano,3,25300000.0,11000000.0,86.0,2001.0,0.4330890774726867,0.0313965417444705,0.0025801046285778,0.0477344244718551,0.4820840656757355,0.0031157003249973,0.0,0.0,0.0,0.0,0.0,2.1593,0.2699125,60.625,33.875,8.0,69.0,11.0,39.0,7.0,False,0.0,0.0,45937903.0,43226930.0,41047976.14285714,24833333.333333332,8473612.6,25300000.0,35300000.0,,,89519306.73285198,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
corrina corrina,0,20100000.0,10000000.0,115.0,1994.0,0.1582890599966049,0.0092617655172944,0.0010863608913496,0.0601240992546081,0.7694059014320374,0.0018327814759686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,16.0,86.0,36.0,False,0.0,0.0,96950000.0,69068952.35,48211575.55,39904482.14285714,27673631.0,20100000.0,49500010.333333336,,,50593654.902597405,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False
cosmopolis,6,7100000.0,20500000.0,109.0,2012.0,0.2190787196159362,0.2322091460227966,0.0058407261967659,0.4354253113269806,0.1019989177584648,0.0054471548646688,13.646399999999998,0.052688803088803,67.6949806949807,78.3088803088803,130.0,29.591300000000004,0.2765542056074767,68.62264150943396,66.6826923076923,107.0,87.0,85.0,54.0,60.0,False,0.0,0.0,391933333.3333333,298350000.0,80475940.0909091,74774469.0,67090707.2,20908232.916666668,13871428.57142857,7100000.0,,41753926.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True
country life,0,360957.0,0.0,118.0,1994.0,0.0268184728920459,0.0154480151832103,0.0029498182702809,0.9366443157196044,0.0169060789048671,0.0012334067141637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,97.0,,,False,0.0,0.0,137618070.5882353,5147771.9,4094580.75,622953.0,546718.6666666666,360957.0,360957.0,,,95957567.36842105,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
coupe de ville,0,6000000.0,0.0,99.0,1990.0,0.0680114477872848,0.002579717664048,0.0009280591038987,0.0993258655071258,0.8273484110832214,0.0018065003678202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,43.0,56.0,56.0,False,0.0,0.0,93748344.5,86949608.07142857,26865959.222222224,10539180.0,5000000.0,57140000.0,17825000.0,,,98087031.61585365,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False
couples retreat,3,171800000.0,60000000.0,113.0,2009.0,0.0053969845175743,0.00384714291431,0.0003388367185834,0.0073425769805908,0.9821668863296508,0.000907534500584,11.8792,0.4399703703703703,74.66666666666667,83.85185185185185,27.0,5.0105,0.31315625,52.9375,41.625,16.0,44.0,53.0,39.0,10.0,False,0.0,0.0,203920000.0,135550757.7142857,70390400.375,59088888.88888889,47640000.0,171800000.0,58801830.333333336,,,98087031.61585365,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
courage under fire,0,100900000.0,46000000.0,116.0,1996.0,0.1237653195858001,0.3808717727661133,0.0117372693493962,0.2586017847061157,0.2125452160835266,0.0124786430969834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,54.0,85.0,67.0,False,0.0,0.0,182315572.20689654,101345716.83333333,66301645.47619048,50790163.0,34070652.45454545,129922478.8888889,54450000.0,,,105403546.78305785,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False
courageous,3,35700000.0,2000000.0,130.0,2011.0,0.0687427371740341,0.829917848110199,0.0091765755787491,0.0268772691488266,0.061855562031269,0.0034299667458981,0.0,0.0,85.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,,,85.0,16.0,False,0.0,0.0,35700000.0,34600000.0,,,,26466666.666666668,34600000.0,,,122711155.8005865,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
cousins,0,22030000.0,13000000.0,109.0,1989.0,0.0384902879595756,0.0025791560765355,0.0025675946380943,0.8716424703598022,0.0838532969355583,0.000867127906531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,78.0,84.0,75.0,False,0.0,0.0,50079040.28571428,44404457.333333336,28886057.8,24549155.555555556,22030000.0,62530154.14285714,12039884.5,,,96204226.7745098,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
cowboys aliens,3,174800000.0,163000000.0,119.0,2011.0,0.0154168913140892,0.0041910014115273,0.0008821710362099,0.0610005743801593,0.9163112044334412,0.0021982092875987,17.0727,0.35568125,63.895833333333336,64.6875,48.0,68.0744,0.2789934426229508,62.64344262295082,60.38683127572016,244.0,88.0,83.0,51.0,76.0,False,0.0,0.0,152515843.23076922,151495062.78787878,88386457.66666667,71220871.625,65660000.0,404240000.0,351246955.6,277033333.3333333,277033333.3333333,96204226.7745098,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
cowgirls n angels,1,120680.0,0.0,91.0,2012.0,0.0195645149797201,0.4135408997535705,0.0053425491787493,0.5490241646766663,0.010401913896203,0.0021259419154375,0.0,0.0,0.0,0.0,0.0,2.6329,0.5265799999999999,56.6,57.8,5.0,35.0,39.0,,,True,0.0,0.0,59960340.0,57974395.0,25459874.0,120680.0,120680.0,120680.0,120680.0,,,4761718.681818182,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False
coyote ugly,3,113900000.0,45000000.0,101.0,2000.0,0.998770534992218,0.000186573161045,0.0002071886119665,0.0002518686233088,0.0004595211357809,0.0001243856677319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,51.0,29.0,8.0,False,0.0,0.0,102501205.5,100360156.70588236,85181435.0,45726372.75,40300000.0,101400000.0,28886466.363636363,,,89519306.73285198,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
cq,6,499891.0,7000000.0,88.0,2001.0,0.0019541976507753,0.94821697473526,0.0301836766302585,0.0121576907113194,0.0043223407119512,0.0031651221215724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,66.0,86.0,93.0,False,0.0,0.0,117942130.27272727,6918826.666666667,499891.0,499891.0,499891.0,499891.0,34649945.5,,,45333210.90123457,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
crackerjack,0,8600000.0,3500000.0,92.0,2002.0,0.001293379231356,0.0008541970746591,0.0003567844105418,0.9962880611419678,0.0009877234697341,0.0002199523732997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,8.0,,,False,0.0,0.0,16621851.666666666,8600000.0,8600000.0,5662584.5,5450000.0,8600000.0,5850000.0,,,52297422.96551724,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
crackers,0,129268.0,12000000.0,91.0,1984.0,0.0958567261695861,0.027147889137268,0.0014885228592902,0.3048432469367981,0.5663397908210754,0.0043238103389739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,77.0,100.0,False,0.0,0.0,47474352.10344828,37673587.74074074,24869124.5625,,,15564634.0,929271.0,,,98087031.61585365,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
cradle 2 the grave,6,56500000.0,25000000.0,101.0,2003.0,0.0054145427420735,0.0120191285386681,0.0019939658232033,0.3625079989433288,0.6153198480606079,0.0027445235755294,1.1148,0.5574,64.0,52.0,2.0,3.8979999999999992,0.1257419354838709,62.45161290322581,42.45161290322581,31.0,84.0,85.0,,,False,0.0,0.0,162621389.125,125456250.0,60686250.0,59250000.0,55485800.45454545,59780000.0,125133333.33333333,96525000.0,,144026079.2747604,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
cradle will rock,0,2900000.0,36000000.0,132.0,1999.0,0.031275101006031,0.5144530534744263,0.0035397347528487,0.3150390386581421,0.1262641698122024,0.0094288922846317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,90.0,42.0,75.0,False,0.0,0.0,199948619.375,127392857.14285715,104474097.53846154,52678094.19444445,16818429.272727273,31300000.0,31300000.0,,,89519306.73285198,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
crazy as hell,0,20700.0,1800000.0,113.0,2002.0,0.0009125719661824,0.0031759515404701,0.0030865771695971,0.0021585205104202,0.9630789160728456,0.0275874231010675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,96.0,,,False,0.0,0.0,106625355.92307693,45611489.0,28521041.833333332,10597892.75,20700.0,20700.0,53104140.0,,,15226315.783783784,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False
crazy eyes,0,6106.0,10000000.0,98.0,2012.0,0.016128534451127,0.0037440424785017,0.9266002774238586,0.0167097933590412,0.033200304955244,0.0036170547828078,-0.2732,-0.2732,37.0,17.0,1.0,-0.5256,-0.2628,44.5,32.5,2.0,72.0,27.0,40.0,17.0,False,0.0,0.0,9123041.076923076,8452899.25,4935368.666666667,4155035.3333333335,,6106.0,6106.0,,,304414.71428571426,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False
crazy in alabama,0,2000000.0,15000000.0,111.0,1999.0,0.0023923837579786,0.0055628484115004,0.0006540761678479,0.9721188545227052,0.018462523818016,0.0008093788637779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,25.0,,,False,0.0,0.0,56375000.0,53132593.75,21603342.85,16433200.0,1003539.0,2000000.0,2000000.0,,,122711155.8005865,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False
crazy on the outside,3,88335.0,0.0,96.0,2010.0,0.2017286121845245,0.0301291123032569,0.0018960391171276,0.7073710560798645,0.0558078028261661,0.0030673875007778,13.9474,0.2535890909090909,42.654545454545456,27.618181818181817,55.0,7.0189,0.2339633333333333,69.76666666666667,63.73333333333333,30.0,39.0,54.0,54.0,48.0,False,0.0,0.0,193895819.85714287,81548068.83333333,77153116.1,27877667.0,23097083.75,88335.0,88335.0,,,11373332.869565217,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
crazy people,0,13200000.0,0.0,91.0,1990.0,0.0169368218630552,0.0114680854603648,0.0902933254837989,0.0066944505088031,0.8700272440910339,0.0045800888910889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,14.0,69.0,79.0,False,0.0,0.0,33720951.461538464,29634339.625,27151365.263157893,,,16840000.0,68550000.0,,,96204226.7745098,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
crazybeautiful,3,19900000.0,13000000.0,99.0,2001.0,0.997006356716156,0.0001910286227939,0.0002146924089174,0.0014744945801794,0.0009737898944877,0.000139762982144,0.0,0.0,0.0,0.0,0.0,0.624,0.312,66.0,64.0,2.0,56.0,57.0,38.0,37.0,False,0.0,0.0,152869726.13043478,56914285.71428572,20252146.75,,,19550977.714285713,203628571.42857143,,,89519306.73285198,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
creepshow 2,0,14000000.0,4100000.0,89.0,1987.0,0.0036890902556478,0.015742938965559,0.002066486980766,0.5340471863746643,0.4402374923229217,0.0042168358340859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,True,107725.0,14000000.0,60587405.0,20402147.75,14000000.0,14000000.0,,14000000.0,,,,7943864.0625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
crimes and misdemeanors,0,18300000.0,19000000.0,104.0,1989.0,0.0467252470552921,0.0921702682971954,0.0042931833304464,0.728426456451416,0.1258104145526886,0.0025743898004293,0.4526,0.2263,91.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,,,69.0,86.0,False,0.0,0.0,31039123.90909091,22150000.0,20126242.2,18300000.0,18300000.0,32908240.214285713,33566566.384615384,,,26126821.88043478,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
crimes of passion,0,2900000.0,3000000.0,107.0,1984.0,0.0194541346281766,0.0032450498547405,0.0006983362254686,0.0469614639878273,0.9285842180252076,0.0010568377329036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,96.0,35.0,67.0,False,0.0,0.0,31297363.933333334,14917203.6,2900000.0,,,4211562.0,2900000.0,,,2900000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
crimes of the heart,0,22900000.0,20000000.0,105.0,1986.0,0.0856528878211975,0.0154180033132433,0.0033894849475473,0.7661069631576538,0.1238796338438987,0.0055530616082251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,33.0,91.0,100.0,False,0.0,0.0,52411279.192307696,45732637.8,41719218.3125,26548971.46153846,6556254.833333333,39263340.1,6456679.0,,,12302055.125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
crimewave,0,5101.0,2500000.0,86.0,1985.0,0.0028109913691878,0.9575183987617492,0.0014959290856495,0.0118806567043066,0.0250980015844106,0.0011960660340264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,83.0,54.0,60.0,False,0.0,0.0,6493347.25,3452550.5,105084.5,5101.0,5101.0,295209554.6363636,6402550.5,,,47310917.511737086,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
criminal,6,38800000.0,31500000.0,109.0,2016.0,0.0039016432128846,0.0040724566206336,0.0009011522051878,0.0940498709678649,0.8951398730278015,0.0019350255606696,12.877,0.2429622641509434,67.18867924528301,73.45283018867924,53.0,1.4865,0.4955,82.0,78.0,3.0,,,57.0,69.0,False,0.0,0.0,318560000.0,149996426.80645162,142950223.52941176,107563298.63636364,22593544.285714287,38800000.0,38800000.0,,,75342094.912,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
criminal,6,38800000.0,31500000.0,109.0,2016.0,0.0039016432128846,0.0040724566206336,0.0009011522051878,0.0940498709678649,0.8951398730278015,0.0019350255606696,-0.1778000000000001,-0.0254,62.0,66.0,7.0,55.0515,0.1924877622377622,64.15034965034965,57.91228070175438,286.0,75.0,46.0,47.0,29.0,False,0.0,0.0,318560000.0,149996426.80645162,142950223.52941176,107563298.63636364,22593544.285714287,38800000.0,38800000.0,,,75342094.912,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
criminal,6,923400.0,0.0,87.0,2004.0,0.0018622284987941,0.9708465337753296,0.001045515644364,0.0146737918257713,0.0081092966720461,0.0034626007545739,12.877,0.2429622641509434,67.18867924528301,73.45283018867924,53.0,1.4865,0.4955,82.0,78.0,3.0,,,57.0,69.0,False,0.0,0.0,77651785.5,68820846.25,66742856.91304348,,,710620.0,13885280.0,923400.0,923400.0,14098851.181818182,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
criminal,6,923400.0,0.0,87.0,2004.0,0.0018622284987941,0.9708465337753296,0.001045515644364,0.0146737918257713,0.0081092966720461,0.0034626007545739,-0.1778000000000001,-0.0254,62.0,66.0,7.0,55.0515,0.1924877622377622,64.15034965034965,57.91228070175438,286.0,75.0,46.0,47.0,29.0,False,0.0,0.0,77651785.5,68820846.25,66742856.91304348,,,710620.0,13885280.0,923400.0,923400.0,14098851.181818182,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
crimson peak,6,74700000.0,55000000.0,119.0,2015.0,0.0616644099354743,0.2822630703449249,0.0121812531724572,0.1666168123483657,0.4603528082370758,0.0169215761125087,28.5824,0.2133014925373134,73.08208955223881,79.88805970149254,134.0,9.8906,0.1393042253521126,70.29577464788733,74.87323943661971,71.0,77.0,82.0,58.0,72.0,False,0.0,0.0,518480000.0,203817471.1111111,119850000.0,74700000.0,29814150.333333332,161357142.85714287,47700000.0,,,98087031.61585365,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False
crimson tide,0,157400000.0,53000000.0,116.0,1995.0,0.0012690590228885,0.0010257598478347,0.0012693936005234,0.988229274749756,0.0079317176714539,0.0002747031976468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,54.0,54.0,50.0,False,0.0,0.0,216275948.52941176,101345716.83333333,93248302.66666667,56516479.48648649,49332106.307692304,154155000.0,157400000.0,81950000.0,,89519306.73285198,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False
crisscross,0,3052738.0,14000000.0,100.0,1992.0,0.9851476550102234,0.0006483744364231,0.0002772250154521,0.0116625912487506,0.0020802279468625,0.000183922049473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,48.0,57.0,69.0,False,0.0,0.0,105101985.75,62652734.428571425,25968361.714285713,5146284.454545454,,1236646.0,3052738.0,,,27675385.9122807,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
critical condition,0,20200000.0,14000000.0,100.0,1987.0,0.0423269085586071,0.0338675901293754,0.0017564917216077,0.5347000956535339,0.3844435214996338,0.0029054053593426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,35.0,61.0,79.0,False,0.0,0.0,41595250.72727273,,,,,88148159.83333333,20200000.0,20200000.0,20200000.0,96204226.7745098,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
crocodile dundee,0,328000000.0,8800000.0,104.0,1986.0,0.0082784909754991,0.0207062624394893,0.0014631215017288,0.0699880868196487,0.8960980772972107,0.003465962363407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,62.0,17.0,True,9332.0,202333333.33333334,328000000.0,328000000.0,283800000.0,172100000.0,124667989.2,166301964.5,328000000.0,328000000.0,149884986.5,105403546.78305785,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
crocodile dundee ii,0,239600000.0,14000000.0,112.0,1988.0,0.0008204383775591,0.996039628982544,0.000566656817682,0.001702394336462,0.0005021223332732,0.0003686476557049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,True,9332.0,202333333.33333334,283800000.0,124667989.2,,,,123269973.0,149884986.5,,,96204226.7745098,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
crocodile dundee in los angeles,1,39400000.0,25000000.0,88.0,2001.0,0.0129735535010695,0.0168879870325326,0.0011276237200945,0.9461718201637268,0.0220044776797294,0.0008345625246874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,66.0,44.0,True,9332.0,202333333.33333334,124667989.2,39400000.0,37300000.0,24400000.0,18099830.166666668,33832260.666666664,39400000.0,,,98087031.61585365,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False
crooked arrows,3,1832541.0,13000000.0,105.0,2012.0,0.0064007062464952,0.9742836952209472,0.0021450230851769,0.0116538219153881,0.0048342943191528,0.000682467711158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,77.0,100.0,False,0.0,0.0,132910847.0,1832541.0,1832541.0,,,19783135.25,1832541.0,,,36967566.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
crooklyn,0,13642861.0,14000000.0,115.0,1994.0,0.2352119982242584,0.424003005027771,0.0062350709922611,0.0369256511330604,0.1835195422172546,0.1141047030687332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,80.0,77.0,61.0,False,0.0,0.0,79907148.6875,49483689.6,11621430.5,,,34416239.5625,13642861.0,,,98087031.61585365,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
cross of iron,0,1509000.0,6000000.0,133.0,1977.0,0.0429386459290981,0.3115442991256714,0.0151271214708685,0.5169857144355774,0.1029106453061103,0.0104935709387063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,57.0,79.0,96.0,True,93568.0,1509000.0,84121613.875,60374813.428571425,22632113.75,20152250.0,1509000.0,17665265.666666668,15254500.0,1509000.0,1509000.0,80688625.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
crossing delancey,0,16000000.0,4000000.0,97.0,1988.0,0.0042399722151458,0.0057745371013879,0.0345713421702384,0.1955568343400955,0.7418514490127563,0.0180058013647794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,80.0,67.0,82.0,False,0.0,0.0,54394650.0,54234377.14285714,29401918.2,8311556.0,,9900000.0,16000000.0,,,54868344.79090909,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
crossing over,6,3500000.0,25000000.0,113.0,2009.0,0.2004244923591613,0.019163329154253,0.0018782255938276,0.1971166133880615,0.57872074842453,0.0026965450961142,-7.3654,-0.3347909090909091,72.63636363636364,63.90909090909091,11.0,26.6995,0.1638006134969325,49.4478527607362,41.18518518518518,163.0,67.0,55.0,79.0,41.0,False,0.0,0.0,151495062.78787878,102333333.33333333,60567432.0,48211575.55,,8325000.0,7633333.333333333,,,57199792.428571425,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
crossover,3,7000000.0,5800000.0,111.0,2006.0,0.0012690062867477,0.990022361278534,0.0007742538000456,0.0057149082422256,0.001056010602042,0.001163596403785,0.0,0.0,0.0,0.0,0.0,1.4691999999999998,0.3672999999999999,69.0,59.25,4.0,65.0,38.0,,,False,0.0,0.0,68525000.0,59647894.14285714,12250000.0,7000000.0,5150000.0,7000000.0,12096615.5,,,122711155.8005865,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
